type,pkt_count,mac,rssi,rate,noise_floor,channel,rx_local_timestamp_us,len,data,host_rx_us,host_rx_iso
CSI_DATA,9651,3c:dc:75:82:1e:a8,-24,11,-99,149,1545108107,234,"[-17,4,-17,3,-18,0,-20,-2,-20,-3,-21,-4,-20,-4,-18,-6,-22,-7,-21,-7,-23,-10,-22,-9,-23,-10,-22,-8,-19,-12,-19,-14,-21,-14,-19,-15,-20,-12,-18,-15,-18,-14,-18,-14,-19,-12,-20,-13,-18,-16,-18,-14,-18,-13,-17,-18,-16,-18,-18,-16,-18,-17,-20,-19,-18,-20,-17,-19,-19,-19,-18,-19,-20,-17,-21,-20,-21,-18,-21,-20,-21,-19,-20,-20,-18,-22,-23,-23,-22,-23,-22,-23,-22,-24,-23,-23,-22,-24,-24,-24,-26,-28,-23,-24,-22,-27,-21,-29,-25,-29,-23,-27,-26,-32,0,0,0,0,0,0,-30,23,-28,22,-30,24,-29,18,-28,20,-28,19,-28,20,-30,18,-28,19,-27,17,-28,18,-24,16,-25,16,-24,17,-28,16,-24,16,-25,19,-23,18,-24,14,-24,12,-24,13,-24,13,-22,14,-24,13,-21,11,-21,11,-21,13,-21,14,-21,13,-21,16,-18,11,-21,11,-22,9,-20,11,-20,10,-24,10,-22,9,-23,8,-23,8,-22,7,-20,9,-24,8,-24,10,-22,8,-22,5,-24,5,-23,2,-25,3,-22,3,-23,0,-23,-1,-20,1,-19,-1,-21,-3,-20,-5,-17,-4,-16,-7]",1776323391912671,2026-04-16T15:09:51.912
CSI_DATA,9652,3c:dc:75:82:1e:a8,-24,11,-99,149,1545121106,234,"[-2,18,-5,19,-6,19,-7,20,-7,20,-7,20,-9,20,-9,19,-10,22,-10,21,-13,23,-11,21,-11,21,-11,21,-13,20,-12,21,-14,23,-13,20,-12,21,-14,19,-13,19,-12,21,-13,20,-11,22,-13,21,-11,21,-11,22,-13,23,-12,22,-12,23,-11,22,-11,24,-11,24,-10,23,-10,28,-10,28,-7,28,-8,30,-6,28,-6,28,-6,29,-6,32,-8,29,-8,31,-5,33,-4,31,-5,32,-4,35,-2,33,-1,35,-3,36,0,35,-5,36,-4,38,2,39,0,40,0,40,0,0,0,0,0,0,37,-1,39,0,37,-5,37,-1,37,-4,37,-3,36,-4,35,-3,32,-7,33,-5,32,-6,33,-6,32,-8,30,-8,31,-9,29,-11,28,-10,29,-11,28,-7,28,-9,28,-11,26,-9,24,-12,24,-8,23,-8,22,-11,24,-10,22,-13,22,-13,20,-14,22,-12,22,-11,21,-12,21,-14,20,-12,22,-14,20,-12,19,-11,21,-14,21,-14,18,-15,21,-14,21,-14,21,-15,20,-12,21,-15,21,-12,21,-12,21,-12,20,-10,22,-10,20,-11,18,-9,18,-7,20,-5,19,-6,18,-2]",1776323391924159,2026-04-16T15:09:51.924
CSI_DATA,9653,3c:dc:75:82:1e:a8,-24,11,-99,149,1545134106,234,"[12,-13,13,-15,13,-13,16,-13,15,-11,16,-13,16,-12,19,-13,18,-13,19,-11,21,-12,21,-10,21,-12,21,-11,22,-10,21,-10,23,-11,23,-10,21,-9,20,-9,21,-7,21,-9,21,-10,20,-11,22,-9,20,-13,22,-11,23,-9,22,-9,20,-13,22,-11,24,-11,23,-13,22,-13,22,-15,24,-14,22,-16,23,-17,23,-16,23,-17,23,-18,22,-18,24,-19,22,-19,23,-21,23,-21,23,-23,23,-24,23,-22,23,-22,25,-25,23,-25,27,-26,25,-26,25,-27,25,-27,23,-27,0,0,0,0,0,0,-27,-24,-27,-22,-30,-20,-26,-20,-28,-20,-28,-22,-28,-18,-27,-22,-25,-17,-25,-18,-26,-16,-27,-15,-27,-17,-26,-15,-27,-15,-26,-13,-28,-14,-26,-13,-23,-15,-24,-12,-26,-11,-24,-12,-22,-9,-22,-9,-23,-10,-21,-9,-23,-11,-24,-7,-24,-10,-25,-6,-22,-7,-23,-9,-22,-7,-22,-4,-21,-7,-22,-9,-22,-7,-22,-6,-23,-5,-22,-6,-23,-5,-23,-6,-24,-8,-25,-5,-23,-7,-24,-6,-22,-9,-22,-8,-22,-8,-21,-10,-20,-10,-20,-8,-18,-10,-18,-11,-17,-11,-15,-12,-12,-12]",1776323391936314,2026-04-16T15:09:51.936
CSI_DATA,9654,3c:dc:75:82:1e:a8,-24,11,-99,149,1545147106,234,"[-13,11,-15,8,-16,8,-20,9,-20,8,-19,7,-19,6,-21,6,-23,6,-23,5,-24,5,-22,4,-25,5,-23,4,-23,1,-24,2,-25,2,-23,1,-21,2,-22,0,-22,0,-24,1,-23,2,-23,1,-24,0,-24,3,-22,2,-26,1,-23,1,-25,4,-24,3,-27,1,-26,2,-26,3,-26,4,-26,5,-26,5,-26,6,-28,4,-28,8,-29,6,-29,9,-29,7,-31,9,-29,7,-28,8,-30,9,-31,12,-33,10,-33,10,-33,11,-33,13,-34,11,-34,12,-36,13,-35,14,-34,12,0,0,0,0,0,0,12,34,14,35,15,34,14,30,15,33,14,31,15,32,14,31,13,31,14,29,14,27,14,28,17,27,15,27,15,28,15,25,16,25,16,25,13,24,14,23,17,22,15,24,15,21,13,23,13,21,14,20,13,22,15,18,14,21,17,17,15,19,16,19,13,18,15,18,15,18,14,20,15,19,15,18,15,20,15,18,16,15,14,19,14,21,15,20,14,20,17,20,13,20,14,21,11,20,11,18,10,21,10,19,8,18,6,20,6,19,4,20,2,17]",1776323391947307,2026-04-16T15:09:51.947
CSI_DATA,9655,3c:dc:75:82:1e:a8,-24,11,-99,149,1545160107,234,"[18,-1,17,-1,19,0,21,3,21,3,19,4,20,5,21,7,21,6,21,7,22,9,22,7,21,10,23,9,21,10,20,11,21,10,21,13,22,9,19,13,18,12,20,12,21,11,22,11,20,13,22,9,20,11,21,13,21,11,23,13,22,12,24,13,22,13,25,13,25,12,23,13,23,8,26,10,25,12,28,11,27,11,27,10,26,13,29,15,28,10,29,11,30,10,31,10,32,11,32,12,33,11,32,10,32,13,33,13,37,12,35,12,38,10,0,0,0,0,0,0,12,-33,12,-35,8,-35,12,-32,10,-33,9,-34,10,-33,10,-34,9,-32,8,-30,9,-30,8,-30,8,-30,7,-29,8,-30,4,-28,6,-31,3,-29,9,-27,5,-27,4,-27,6,-25,3,-25,5,-25,7,-24,6,-24,4,-24,2,-24,5,-26,1,-24,3,-22,4,-23,3,-23,3,-22,3,-22,4,-25,4,-23,3,-23,5,-24,3,-23,2,-24,4,-22,4,-25,3,-24,5,-23,2,-24,8,-21,8,-24,6,-21,6,-20,11,-19,10,-18,10,-19,11,-18,12,-17,9,-15,12,-13]",1776323391958110,2026-04-16T15:09:51.958
CSI_DATA,9656,3c:dc:75:82:1e:a8,-24,11,-99,149,1545173107,234,"[2,-16,5,-17,5,-19,7,-20,5,-21,6,-19,7,-20,7,-20,9,-22,7,-22,9,-21,9,-21,9,-22,9,-23,10,-22,10,-21,9,-20,12,-23,6,-20,9,-21,8,-21,7,-23,8,-22,6,-22,7,-23,4,-23,6,-23,6,-23,6,-24,3,-25,4,-24,4,-27,3,-24,0,-24,-1,-27,-1,-28,-2,-27,-2,-28,-4,-28,-7,-30,-5,-29,-8,-30,-7,-29,-7,-30,-8,-27,-11,-29,-12,-30,-12,-28,-14,-30,-13,-31,-17,-32,-17,-32,-16,-33,-16,-30,-21,-31,-20,-31,-23,-28,0,0,0,0,0,0,-27,23,-28,25,-24,25,-26,23,-27,27,-23,25,-22,28,-22,27,-21,28,-18,24,-19,24,-16,25,-17,28,-14,27,-16,27,-11,27,-12,29,-10,28,-9,26,-8,26,-8,25,-9,25,-6,24,-5,24,-5,23,-5,24,-4,24,-2,25,-2,24,1,23,-2,22,-1,24,-1,24,2,23,0,22,1,24,1,23,3,24,4,25,2,24,4,22,3,23,5,25,5,25,3,24,4,24,3,22,3,24,2,22,2,23,3,22,3,20,2,20,0,21,0,18,0,19,-2,18]",1776323391969237,2026-04-16T15:09:51.969
CSI_DATA,9657,3c:dc:75:82:1e:a8,-24,11,-99,149,1545186107,234,"[-13,14,-12,14,-13,14,-14,14,-15,14,-15,15,-17,13,-17,13,-19,14,-17,13,-21,13,-19,12,-20,13,-20,15,-19,11,-19,13,-19,14,-21,13,-17,13,-20,12,-19,13,-18,14,-18,15,-16,14,-20,13,-17,17,-17,15,-21,15,-18,16,-15,18,-16,18,-17,17,-17,19,-16,19,-17,22,-16,22,-14,22,-14,25,-14,23,-13,25,-14,24,-13,28,-11,26,-14,29,-11,30,-12,30,-10,31,-10,32,-9,32,-9,33,-9,35,-6,34,-9,34,-8,35,-6,37,-5,35,-3,35,0,0,0,0,0,0,35,4,37,0,36,-2,36,-1,36,-3,34,-2,34,-3,35,-3,32,-3,33,-5,31,-6,31,-6,31,-7,28,-7,31,-7,28,-9,30,-12,26,-11,26,-8,25,-11,25,-13,25,-11,21,-13,22,-12,21,-10,19,-11,21,-14,19,-15,22,-13,18,-16,19,-12,20,-14,18,-15,15,-16,16,-16,20,-16,20,-17,15,-16,17,-17,15,-17,15,-17,16,-18,17,-18,14,-18,17,-16,17,-20,16,-17,15,-18,17,-17,17,-16,18,-15,16,-14,14,-14,16,-13,16,-11,14,-11,16,-10]",1776323391980734,2026-04-16T15:09:51.980
CSI_DATA,9658,3c:dc:75:82:1e:a8,-24,11,-99,149,1545199106,234,"[16,-5,17,-5,20,-4,20,-3,22,-3,20,-2,20,-2,22,-1,23,-1,23,1,25,1,23,0,25,0,24,0,22,4,23,1,25,-1,24,0,23,1,21,2,22,1,24,1,24,1,24,0,24,1,24,-4,24,-2,24,-2,24,-1,24,-5,25,-3,26,-1,26,-4,25,-3,27,-6,27,-8,26,-8,26,-8,26,-7,27,-10,27,-9,26,-15,27,-12,29,-14,27,-13,27,-14,27,-16,29,-19,29,-17,32,-16,30,-19,28,-21,29,-19,30,-21,28,-22,30,-24,28,-23,0,0,0,0,0,0,-25,-27,-26,-28,-26,-23,-25,-23,-28,-25,-26,-21,-27,-23,-27,-21,-26,-20,-25,-18,-24,-16,-26,-17,-28,-16,-26,-17,-25,-18,-25,-14,-27,-14,-25,-12,-22,-14,-26,-10,-27,-10,-26,-11,-23,-8,-22,-9,-22,-9,-23,-8,-25,-8,-23,-6,-23,-7,-23,-3,-23,-5,-24,-6,-23,-5,-21,-1,-25,-2,-24,-3,-22,-3,-23,-2,-25,-2,-24,-2,-25,-1,-24,-1,-24,0,-24,0,-23,-4,-25,0,-24,-2,-25,-2,-22,-4,-21,-1,-21,-4,-22,-3,-21,-4,-20,-7,-19,-7,-19,-7,-16,-9]",1776323391992397,2026-04-16T15:09:51.992
CSI_DATA,9659,3c:dc:75:82:1e:a8,-24,11,-99,149,1545212107,234,"[-14,-8,-16,-8,-16,-10,-17,-12,-17,-13,-16,-12,-16,-14,-15,-13,-17,-14,-18,-14,-17,-17,-15,-16,-17,-16,-16,-16,-15,-18,-15,-19,-17,-18,-15,-18,-17,-16,-13,-16,-15,-17,-16,-18,-18,-17,-17,-18,-17,-18,-19,-16,-16,-16,-17,-16,-16,-18,-18,-15,-18,-17,-20,-20,-19,-17,-20,-14,-24,-16,-23,-14,-23,-12,-23,-14,-24,-16,-25,-14,-25,-14,-27,-15,-27,-15,-29,-15,-27,-13,-29,-9,-29,-11,-32,-10,-31,-10,-33,-12,-33,-14,-31,-10,-32,-11,-34,-12,-36,-10,-36,-9,-37,-8,0,0,0,0,0,0,-7,35,-8,37,-5,39,-4,34,-3,34,-4,33,-3,34,-4,36,-2,35,-2,33,0,31,2,30,3,31,2,32,0,31,3,27,2,30,4,29,2,26,2,26,5,28,5,26,7,25,4,26,5,25,6,23,7,25,8,24,7,25,10,20,7,20,9,23,7,22,8,22,8,21,9,24,9,22,9,21,11,24,10,21,11,20,10,23,10,23,12,22,9,23,10,23,8,21,9,24,9,21,8,20,6,21,8,20,5,19,4,21,3,20,3,19,2,19]",1776323392003755,2026-04-16T15:09:52.003
CSI_DATA,9660,3c:dc:75:82:1e:a8,-24,11,-99,149,1545225107,234,"[12,13,14,13,16,14,13,17,13,17,11,18,10,18,11,19,10,20,12,22,11,24,10,22,12,23,12,23,9,23,9,23,9,23,8,24,10,20,8,21,7,22,10,23,9,23,11,23,7,25,10,21,9,22,7,24,10,23,12,22,11,23,10,26,12,25,13,24,15,25,14,24,14,25,17,24,15,24,19,24,18,25,20,25,18,25,20,26,21,23,21,25,21,24,24,25,24,24,26,27,25,28,24,23,24,26,26,26,29,25,29,23,29,25,0,0,0,0,0,0,23,-30,25,-29,21,-31,22,-29,23,-30,21,-27,19,-29,21,-30,19,-30,19,-26,17,-26,16,-27,17,-29,17,-30,16,-30,14,-25,12,-27,13,-27,14,-24,13,-25,10,-27,12,-26,8,-24,9,-23,10,-23,8,-23,10,-24,7,-24,9,-25,4,-24,7,-22,8,-22,6,-24,4,-23,6,-23,8,-23,6,-23,5,-24,6,-26,5,-23,5,-25,6,-22,7,-24,5,-24,6,-22,6,-26,7,-23,8,-26,8,-21,8,-21,9,-20,8,-20,9,-20,10,-20,9,-19,11,-16,13,-15]",1776323392015145,2026-04-16T15:09:52.015
CSI_DATA,9661,3c:dc:75:82:1e:a8,-23,11,-99,149,1545238107,234,"[-12,-12,-12,-13,-12,-15,-10,-16,-11,-18,-9,-19,-9,-20,-8,-19,-7,-22,-5,-22,-5,-23,-4,-23,-4,-24,-2,-24,1,-22,1,-23,-1,-24,1,-26,3,-22,4,-22,4,-21,5,-23,5,-25,3,-24,7,-23,3,-25,7,-23,7,-23,9,-22,6,-22,9,-23,10,-24,11,-24,11,-23,9,-25,10,-25,10,-26,10,-28,11,-26,10,-26,11,-24,12,-29,13,-26,16,-28,14,-27,15,-28,17,-28,15,-27,17,-27,19,-28,18,-31,18,-30,21,-27,22,-29,21,-31,22,-27,22,-28,0,0,0,0,0,0,-25,-23,-25,-26,-26,-26,-24,-25,-25,-25,-24,-25,-23,-25,-20,-26,-22,-24,-19,-25,-20,-26,-18,-24,-19,-26,-17,-25,-18,-26,-17,-24,-17,-24,-17,-23,-12,-23,-13,-24,-15,-22,-14,-25,-13,-21,-12,-24,-10,-21,-8,-21,-11,-23,-12,-22,-11,-23,-12,-21,-8,-21,-8,-21,-7,-22,-9,-20,-8,-22,-5,-23,-6,-23,-5,-22,-5,-24,-4,-23,-5,-23,-5,-25,-2,-26,-3,-23,0,-22,-2,-25,2,-22,2,-25,4,-22,5,-22,6,-21,7,-21,9,-18,10,-18,11,-16,10,-16,12,-13]",1776323392026676,2026-04-16T15:09:52.026
CSI_DATA,9662,3c:dc:75:82:1e:a8,-24,11,-99,149,1545251637,234,"[-3,-18,-4,-17,-1,-17,-1,-19,-2,-21,3,-21,3,-22,3,-22,4,-22,4,-21,6,-24,6,-23,6,-24,6,-23,9,-21,9,-23,6,-23,8,-21,7,-20,10,-20,10,-21,9,-21,10,-21,8,-22,11,-21,7,-22,10,-20,12,-22,9,-22,8,-24,9,-23,12,-23,12,-22,12,-23,9,-25,11,-26,11,-24,6,-29,11,-26,9,-27,9,-29,6,-29,9,-30,9,-32,8,-30,9,-29,9,-31,10,-31,8,-32,11,-31,7,-34,6,-35,10,-35,10,-34,6,-38,9,-37,8,-34,0,0,0,0,0,0,-35,-9,-35,-9,-37,-7,-34,-7,-35,-7,-34,-5,-34,-5,-34,-7,-32,-6,-31,-8,-31,-7,-30,-7,-31,-6,-29,-7,-32,-7,-29,-5,-31,-4,-28,-3,-26,-5,-27,-3,-28,-1,-27,-4,-26,-1,-24,-3,-23,-5,-23,-4,-24,-4,-25,0,-26,-4,-24,0,-22,-3,-24,-4,-22,-2,-23,0,-24,1,-24,-4,-23,-3,-23,-3,-24,-3,-24,-4,-24,-4,-25,-2,-25,-4,-24,-3,-23,-5,-25,-4,-23,-6,-22,-4,-21,-8,-21,-9,-21,-9,-20,-8,-17,-8,-18,-12,-15,-10,-16,-10,-14,-11]",1776323392040405,2026-04-16T15:09:52.040
CSI_DATA,9663,3c:dc:75:82:1e:a8,-24,11,-99,149,1545264254,234,"[10,16,9,15,10,18,10,18,11,19,9,18,10,21,9,20,11,22,11,22,11,23,11,22,11,22,12,24,7,23,8,24,12,21,9,22,11,22,10,20,11,21,12,22,12,21,14,20,12,22,16,17,14,20,14,21,16,20,17,20,17,18,17,22,17,20,20,19,21,19,22,17,23,16,25,15,25,18,28,16,26,15,28,13,29,15,30,15,28,13,29,11,31,12,33,11,33,10,32,11,35,9,36,8,37,9,36,9,39,7,38,5,37,5,0,0,0,0,0,0,2,-36,1,-39,-1,-36,-2,-36,-4,-36,-4,-36,-5,-36,-4,-35,-5,-33,-6,-31,-7,-29,-10,-31,-13,-30,-10,-29,-11,-29,-13,-26,-13,-29,-14,-26,-11,-25,-14,-25,-16,-24,-14,-23,-15,-21,-14,-20,-14,-21,-16,-19,-16,-20,-18,-18,-16,-19,-21,-14,-16,-17,-18,-17,-17,-18,-19,-15,-19,-13,-19,-16,-20,-13,-19,-13,-21,-15,-20,-13,-20,-12,-20,-13,-21,-13,-23,-11,-22,-14,-23,-12,-19,-12,-22,-14,-18,-12,-20,-13,-19,-14,-18,-12,-17,-12,-17,-13,-16,-12,-15,-12,-15,-15]",1776323392081596,2026-04-16T15:09:52.081
CSI_DATA,9664,3c:dc:75:82:1e:a8,-24,11,-99,149,1545277107,234,"[7,-15,9,-16,12,-16,14,-16,14,-15,14,-15,15,-15,15,-13,20,-14,18,-13,21,-12,20,-12,22,-12,21,-11,21,-8,22,-8,21,-11,23,-8,20,-9,21,-8,21,-6,21,-9,22,-8,22,-7,25,-5,21,-10,21,-8,24,-7,23,-7,22,-8,22,-7,25,-6,25,-7,25,-6,25,-9,24,-9,24,-10,26,-10,27,-10,27,-10,28,-8,28,-11,29,-9,30,-11,28,-11,29,-11,30,-13,29,-15,31,-12,31,-11,34,-12,33,-13,34,-12,33,-11,35,-13,35,-12,34,-13,0,0,0,0,0,0,-11,-35,-10,-35,-11,-32,-10,-32,-14,-32,-12,-33,-12,-32,-11,-35,-8,-32,-11,-29,-11,-28,-11,-29,-10,-29,-11,-28,-9,-31,-10,-27,-10,-29,-10,-27,-7,-27,-10,-25,-11,-25,-8,-25,-12,-24,-9,-23,-6,-24,-8,-22,-9,-23,-8,-22,-6,-24,-12,-22,-9,-20,-8,-24,-6,-23,-8,-21,-7,-21,-7,-24,-7,-22,-6,-22,-8,-23,-6,-22,-9,-21,-4,-23,-5,-24,-7,-24,-3,-23,-5,-23,-2,-23,-1,-24,-1,-23,-1,-22,1,-22,1,-21,1,-21,4,-20,5,-20,5,-17,7,-18]",1776323392098485,2026-04-16T15:09:52.098
CSI_DATA,9665,3c:dc:75:82:1e:a8,-24,11,-99,149,1545290107,234,"[-17,3,-17,3,-18,2,-21,-1,-21,0,-20,-1,-20,-5,-20,-5,-22,-5,-22,-6,-22,-8,-20,-8,-23,-9,-23,-9,-21,-11,-20,-10,-21,-10,-21,-13,-20,-10,-19,-10,-18,-15,-20,-13,-20,-13,-20,-13,-20,-16,-18,-11,-18,-13,-18,-16,-19,-14,-22,-13,-18,-14,-22,-17,-19,-16,-20,-16,-23,-17,-22,-17,-21,-17,-22,-17,-22,-18,-24,-18,-23,-18,-26,-17,-24,-18,-26,-19,-24,-19,-25,-18,-25,-19,-25,-21,-27,-20,-25,-21,-29,-20,-28,-22,-26,-22,-26,-21,-29,-24,-28,-22,-28,-23,0,0,0,0,0,0,-26,26,-25,28,-24,26,-23,25,-24,26,-24,26,-23,27,-24,25,-23,26,-22,22,-21,21,-23,20,-21,23,-22,21,-22,21,-20,20,-22,23,-21,22,-20,18,-19,19,-18,21,-20,18,-16,19,-18,17,-18,15,-16,16,-19,16,-17,20,-19,16,-17,18,-17,15,-19,16,-17,15,-16,17,-16,15,-20,15,-19,15,-19,15,-19,16,-20,13,-18,13,-18,13,-21,14,-19,16,-21,12,-20,13,-21,12,-22,12,-20,10,-20,8,-22,5,-21,5,-19,4,-21,2,-21,2,-17,0,-18,-1]",1776323392112466,2026-04-16T15:09:52.112
CSI_DATA,9666,3c:dc:75:82:1e:a8,-23,11,-99,149,1545303612,234,"[18,3,19,5,19,6,20,8,20,9,19,9,17,13,19,12,19,14,19,15,19,16,16,16,18,17,16,18,15,20,14,20,16,20,14,21,13,20,9,19,11,20,12,21,13,22,12,21,10,24,13,19,9,22,9,24,8,24,12,22,10,23,8,24,8,25,9,22,10,27,10,28,11,26,12,26,11,27,14,28,11,28,12,31,10,30,10,31,10,30,10,30,10,32,11,31,11,34,9,34,11,34,10,37,9,37,7,36,11,37,9,38,7,36,0,0,0,0,0,0,37,-4,39,-3,38,-5,34,-3,35,-3,35,-3,35,-3,37,-2,32,-3,33,-1,31,0,31,0,34,-3,30,-1,34,-1,30,0,32,-2,29,-1,29,1,28,1,28,-2,27,2,25,1,24,2,25,2,25,2,25,4,24,-1,25,4,24,-2,23,4,26,4,23,5,24,2,23,2,24,5,23,5,23,4,25,5,26,6,23,6,25,6,26,7,24,6,22,10,24,10,21,11,23,11,20,14,18,13,17,14,18,12,15,15,14,16,14,16,12,16,10,17]",1776323392124238,2026-04-16T15:09:52.124
CSI_DATA,9667,3c:dc:75:82:1e:a8,-24,11,-99,149,1545316370,234,"[16,4,17,4,18,7,20,7,20,7,20,9,19,9,18,10,21,12,20,12,22,13,21,12,23,13,20,13,19,14,18,14,20,13,20,15,19,13,18,15,19,15,19,16,20,14,22,13,22,15,21,11,20,12,20,14,21,13,22,12,21,14,24,15,22,16,23,13,27,14,25,13,24,10,27,9,28,11,28,10,28,11,29,10,30,11,32,10,30,10,30,9,31,9,32,8,33,9,33,7,37,8,35,5,35,10,35,8,39,8,38,7,38,6,0,0,0,0,0,0,5,-38,4,-38,2,-39,3,-34,1,-34,0,-35,0,-36,1,-37,0,-35,1,-33,0,-32,-2,-30,0,-31,-2,-32,-4,-31,-4,-30,-5,-32,-4,-30,-3,-27,-4,-27,-6,-28,-4,-27,-6,-26,-6,-27,-4,-25,-4,-24,-7,-24,-11,-25,-6,-26,-12,-21,-8,-21,-7,-23,-7,-25,-10,-22,-7,-20,-8,-26,-8,-25,-8,-21,-7,-24,-7,-22,-8,-20,-9,-22,-9,-24,-10,-23,-8,-24,-9,-23,-6,-23,-6,-24,-4,-24,-5,-23,-4,-23,-4,-21,-2,-20,-1,-22,-1,-21,-1,-18,1,-18]",1776323392135146,2026-04-16T15:09:52.135
CSI_DATA,9668,3c:dc:75:82:1e:a8,-24,11,-99,149,1545329107,234,"[-12,-14,-13,-14,-12,-16,-12,-18,-12,-19,-11,-19,-10,-18,-11,-21,-10,-21,-9,-22,-6,-23,-8,-22,-9,-25,-10,-24,-6,-24,-7,-23,-7,-23,-7,-23,-8,-23,-5,-22,-7,-23,-6,-23,-8,-22,-6,-22,-5,-27,-8,-23,-7,-23,-5,-22,-7,-23,-9,-23,-8,-23,-8,-25,-10,-25,-9,-24,-11,-26,-13,-25,-13,-23,-11,-26,-13,-25,-15,-28,-13,-27,-18,-27,-13,-26,-18,-30,-17,-26,-18,-27,-18,-27,-19,-28,-22,-27,-21,-30,-22,-30,-22,-28,-20,-30,-19,-30,-25,-29,-25,-30,-25,-29,0,0,0,0,0,0,-28,22,-29,26,-27,27,-26,23,-28,26,-25,25,-26,26,-27,24,-26,26,-22,22,-22,23,-21,21,-20,23,-21,25,-22,22,-19,23,-20,25,-17,24,-19,23,-17,22,-16,23,-18,22,-13,22,-14,21,-15,21,-14,20,-14,22,-12,22,-14,21,-11,22,-12,19,-13,21,-13,22,-11,22,-10,21,-12,22,-11,22,-10,21,-14,24,-11,21,-10,22,-12,22,-12,23,-11,23,-12,21,-12,23,-13,19,-17,22,-12,18,-14,17,-14,18,-13,16,-14,16,-17,15,-15,14,-15,12,-17,10]",1776323392148929,2026-04-16T15:09:52.148
CSI_DATA,9669,3c:dc:75:82:1e:a8,-24,11,-99,149,1545342107,234,"[1,18,-1,19,-2,20,-4,20,-4,20,-6,20,-6,22,-6,20,-9,23,-7,23,-9,25,-10,22,-9,24,-10,22,-12,21,-13,21,-11,22,-13,22,-11,20,-12,19,-12,20,-11,21,-12,21,-10,22,-15,21,-10,23,-10,19,-14,21,-13,21,-11,23,-12,21,-15,24,-13,22,-11,24,-13,24,-12,26,-10,27,-10,27,-10,28,-10,27,-9,28,-10,29,-14,29,-12,32,-12,29,-11,31,-8,31,-11,32,-11,32,-11,34,-10,37,-10,36,-13,36,-13,33,-7,38,-10,36,-10,36,0,0,0,0,0,0,35,10,35,10,38,7,33,9,36,8,34,8,33,7,35,8,34,7,33,7,32,4,31,5,31,5,31,4,33,5,32,2,32,2,28,0,29,6,28,4,28,2,28,4,25,2,26,2,25,3,24,2,26,3,24,-2,27,1,24,-2,22,1,24,2,24,0,24,-1,22,0,26,2,25,0,22,-2,25,2,24,-1,24,-2,25,-1,26,0,23,-1,24,1,25,0,23,3,25,2,22,4,23,4,22,6,22,5,19,6,20,8,19,8,18,8,16,10]",1776323392163112,2026-04-16T15:09:52.163
CSI_DATA,9670,3c:dc:75:82:1e:a8,-23,11,-99,149,1545355107,234,"[14,-11,15,-11,17,-10,20,-9,18,-8,20,-8,20,-9,20,-7,21,-6,23,-5,23,-5,24,-6,25,-4,23,-4,24,-2,24,-2,26,-2,26,-2,23,-3,23,-2,23,0,24,-2,26,-2,24,-2,27,2,22,-3,23,0,25,0,25,-1,25,-3,26,-2,28,-1,28,-1,25,-2,29,-2,27,-4,26,-5,27,-4,30,-2,29,-5,30,-4,31,-7,31,-5,34,-5,32,-5,31,-7,31,-7,34,-8,33,-8,35,-7,37,-6,36,-7,35,-6,37,-5,39,-8,37,-7,38,-9,0,0,0,0,0,0,-7,-35,-11,-38,-11,-36,-9,-33,-9,-34,-9,-34,-9,-35,-9,-37,-9,-33,-8,-32,-9,-30,-11,-30,-9,-29,-9,-30,-9,-30,-9,-30,-10,-29,-9,-27,-6,-27,-9,-27,-10,-28,-8,-27,-10,-24,-9,-22,-9,-25,-8,-24,-8,-24,-10,-24,-7,-26,-10,-22,-7,-21,-9,-23,-7,-23,-9,-22,-9,-21,-8,-24,-9,-23,-8,-21,-9,-25,-8,-21,-11,-22,-7,-22,-6,-23,-8,-22,-7,-24,-9,-24,-5,-22,-5,-25,-2,-22,-5,-23,-2,-22,-1,-22,0,-21,1,-22,2,-21,4,-19,5,-17]",1776323392174848,2026-04-16T15:09:52.174
CSI_DATA,9671,3c:dc:75:82:1e:a8,-24,11,-99,149,1545368631,234,"[-5,-17,-5,-17,-4,-17,-2,-20,-1,-19,0,-22,0,-21,1,-21,4,-23,1,-22,5,-25,5,-21,6,-25,6,-24,8,-22,9,-20,8,-23,10,-22,9,-22,10,-20,10,-18,10,-21,10,-20,8,-22,14,-21,10,-22,10,-20,13,-20,11,-21,10,-23,11,-22,13,-23,12,-22,13,-21,12,-24,13,-25,10,-24,12,-25,12,-26,12,-26,11,-27,11,-26,14,-28,13,-28,13,-28,13,-28,15,-29,14,-29,15,-29,14,-29,16,-34,14,-31,17,-31,17,-29,15,-34,18,-33,15,-31,0,0,0,0,0,0,-32,-19,-30,-16,-34,-18,-30,-17,-30,-16,-32,-17,-28,-16,-31,-17,-28,-15,-29,-16,-28,-17,-25,-16,-27,-15,-26,-13,-27,-16,-25,-14,-29,-13,-24,-11,-23,-15,-23,-14,-26,-12,-23,-14,-23,-11,-22,-12,-19,-12,-19,-12,-21,-12,-23,-11,-21,-13,-20,-10,-21,-10,-22,-12,-19,-13,-20,-11,-18,-10,-20,-14,-21,-12,-20,-12,-20,-14,-20,-12,-19,-11,-19,-15,-21,-15,-19,-13,-19,-16,-18,-14,-18,-16,-18,-16,-17,-18,-16,-17,-12,-19,-12,-17,-11,-16,-9,-18,-8,-20,-8,-17,-5,-18]",1776323392187624,2026-04-16T15:09:52.187
